contract_id,label,text,clause_type_attention,review_sensitive_category_score,category_absence_rate,category_absence_prevalence,short_clause_signal,late_document_position,no_numbering_signal,layout_irregularity,layout_irregularity_proxy,scope_note,clause_length_chars,clause_length_words,sentence_count,uppercase_ratio,relative_position,has_numbering,has_heading_keyword,has_signature_keyword,has_table_like_pattern,has_date,has_money,has_percentage,contains_negation,contains_obligation
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Exclusivity,"Company hereby appoints Distributor as Company's exclusive distributor within the Market and grants to Distributor the exclusive right to sell and distribute Products within the Market, and Distributor hereby accepts such appointment and such grant, in accordance with the terms and conditions of this Agreement.",1.0,1.0,0.6470588235294117,0.6470588235294117,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",312,45,1,0.028846153846153848,0.23255813953488372,0,0,0,0,0,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Exclusivity,"The Company appoints the Distributor as an exclusive distributor of Products in the Market, subject to the terms and conditions of this Agreement.",1.0,1.0,0.6470588235294117,0.6470588235294117,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",146,23,1,0.0410958904109589,0.2558139534883721,0,0,0,0,0,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,No-Solicit Of Customers,"Distributor further agrees that it will not interfere with or otherwise disrupt the business relations between the Company or nay of its affiliates and any of their current or prospective customers, suppliers or distributors, during the",0.3,0.3,0.9333333333333333,0.9333333333333333,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",236,36,1,0.00847457627118644,0.27906976744186046,0,0,0,0,0,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,No-Solicit Of Customers,"Term of the Agreement and for a period of eighteen (18) months thereafter, nor will Distributor solicit any customer or potential customer of Company to purchase a competitive product during that period.",0.3,0.3,0.9333333333333333,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",203,32,1,0.019704433497536946,0.3023255813953488,1,0,0,0,0,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,No-Solicit Of Employees,"During the Term of this Agreement and for a period of twelve (12) months thereafter, the Distributor (on behalf of itself, each of its affiliates and each of their respective representatives) agrees that it will not directly or indirectly solicit or hire any executive, managerial or technical employee of the Company or any of its affiliates.",0.3,0.3,0.884313725490196,0.884313725490196,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",343,56,1,0.014577259475218658,0.32558139534883723,1,0,0,0,0,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Rofr/Rofo/Rofn,Distributor shall exercise its option to become exclusive Distributor of other Products or devices by serving written notification on Company of its election to become exclusive distributor within thirty (30) days upon which Company informed Distributor in writing of Company's intention to introduce other Products or devices.,0.3,0.3,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",327,47,1,0.024464831804281346,0.3488372093023256,1,0,0,0,0,0,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Rofr/Rofo/Rofn,"If Distributor does not exercise its option as herein provided, Company may distribute the other Products or devices within the Market itself or through other distributors.",0.3,0.3,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",172,26,1,0.029069767441860465,0.37209302325581395,0,0,0,0,1,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Rofr/Rofo/Rofn,"Should Company introduce other products or devices as contemplated by recital paragraph ""A"", Distributor shall have the option of becoming Company's exclusive distributor of such other Products or devices within the Market.",0.3,0.3,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",223,32,1,0.03139013452914798,0.3953488372093023,0,0,0,0,0,0,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Anti-Assignment,"No assignment of this Agreement or any right accruing hereunder shall be made by the Distributor in whole or in part, without the prior written consent of the Company, which consent shall not be unreasonably withheld.",1.0,1.0,0.2666666666666667,0.2666666666666667,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",217,36,1,0.018433179723502304,0.4186046511627907,0,0,0,0,0,0,0,1,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Anti-Assignment,"In the event either party (a) becomes adjudicated insolvent, (b) discontinues its business, (c) has voluntary of involuntary bankruptcy proceedings instituted against it, or (d) makes an assignment for the benefit of creditors, the other party shall be entitled to terminate this Agreement effective immediately upon written notice.",1.0,1.0,0.2666666666666667,0.2666666666666667,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",332,48,1,0.006024096385542169,0.4418604651162791,1,0,0,0,0,0,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Price Restrictions,"The Company also reserves the right to increase or decrease the price per unit based on Company wide changes in unit prices to all distributors of the Company, provided however, that any price changes, other than those based on the CPI, shall be uniformly applied to all distributors of the Products and shall reasonably applied to all distributors of the Products and shall reasonably reflect Company's costs of manufacturing the Products and/or market demand for the Products, provided further than any increase in price based upon market demand shall not be so great as to deprive Distributor of its normal and customary profit margin.",0.3,0.3,0.9705882352941176,0.9705882352941176,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",638,104,1,0.02037617554858934,0.46511627906976744,0,0,0,0,0,0,0,1,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Price Restrictions,The prices set forth in Section 2.4(a) shall be subject to adjustment annually on the first day of each Product Year beginning in the calendar year 2000 and on the first day of each succeeding Product Year for the remainder of the Term and all renewals of this Agreement in proportion to the increase or decrease in the Consumer Price Index (CPI) as compared to the CPI as it existed on the first day of the Term of this Agreement.,0.3,0.3,0.9705882352941176,0.9705882352941176,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",431,80,2,0.04408352668213457,0.4883720930232558,1,1,0,0,0,0,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Minimum Commitment,"A minimum of a $250,000.00 purchase order must be received by Company by the first of each month for a total (12) month period.",0.3,0.3,0.6764705882352942,0.6764705882352942,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",127,24,2,0.015748031496062992,0.5116279069767442,1,0,0,0,0,1,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Minimum Commitment,Company's representatives will make themselves available three days per month in the first Product Year to consult with and train Distributor.,0.3,0.3,0.6764705882352942,0.6764705882352942,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",142,21,1,0.028169014084507043,0.5348837209302325,0,0,0,0,0,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Minimum Commitment,"(A) 375 units in the first Product Year (1999) (B) 750 units in the next succeeding Product Year; (2000) (C) 937 units in the next succeeding Product Year; (2001) (D) 1,171 units in the next succeeding Product Year; (2002) (E) 1,463 units in the next succeeding Product Year; (2003) (F) 1,828 units in the next succeeding Product Year; (2004) (G) 2,285 units in the next succeeding Product Year; (2005) (H) 2,856 unit each in the lat three years of the initial Term of this Agreement and any renewals thereof.",0.3,0.3,0.6764705882352942,0.6764705882352942,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",509,89,7,0.047151277013752456,0.5581395348837209,1,0,0,0,0,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Minimum Commitment,"In order to maintain the exclusive rights to sell, lease, distribute and service Products in the Market, the Distributor must use all commercially reasonably efforts to purchase for sale to subdistributors the following minimum quantities of the Products from the Company: On the commencement of the Term Distributor will issue to the Company an irrevocable letter of credit (""LC"") in the amount of Five Hundred Thousand Dollars ($500,000), the form of which is attached hereto as Exhibit A and incorporated herein by reference.",0.3,0.3,0.6764705882352942,0.6764705882352942,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",528,83,1,0.03409090909090909,0.5813953488372093,0,1,0,0,0,1,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Minimum Commitment,"If the Distributor shall fail to purchase the minimum number of units in any year, the Distributor's exclusive rights to sell and distribute the Product in the Market, may at Company's sole option, be reevaluated.",0.3,0.3,0.6764705882352942,0.6764705882352942,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",213,35,1,0.028169014084507043,0.6046511627906976,0,0,0,0,1,0,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,License Grant,"Company hereby appoints Distributor as Company's exclusive distributor within the Market and grants to Distributor the exclusive right to sell and distribute Products within the Market, and Distributor hereby accepts such appointment and such grant, in accordance with the terms and conditions of this Agreement.",0.3,0.3,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",312,45,1,0.028846153846153848,0.627906976744186,0,0,0,0,0,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,License Grant,"The Company hereby grants the Distributor the right to do business and use the name ""Electric City of Illinois"" or a similar variation thereof (collectively the ""Names"") for use under this Agreement.",0.3,0.3,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",199,32,1,0.04020100502512563,0.6511627906976745,0,0,0,0,0,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,"Upon the expiration or termination of this Agreement, pursuant to Section 4.1 or 4.2 hereof, the Company may, at its option to be exercised within 30 days of the date of the termination of this Agreement, and in its sole discretion, repurchase any Products in the possession of the Distributor at the net invoice price paid by the Distributor to the Company less any applicable special allowances, discounts, shipping or allowances for cooperative advertising.",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",460,74,3,0.01956521739130435,0.6744186046511628,1,1,0,0,1,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,and which the Company has not repurchased.,1.0,1.0,0.6431372549019607,0.6431372549019607,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",42,7,1,0.023809523809523808,0.6976744186046512,0,0,0,0,0,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,"Following expiration or termination of this Agreement, the Distributor may continue to sell any Products in the Market which are in its inventory",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",145,23,1,0.034482758620689655,0.7209302325581395,0,0,0,0,1,0,0,0,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Post-Termination Services,"If Company terminates the Agreement without cause and for reasons other than Distributor's failure to meet its minimum expectations; it shall repurchase from Distributor any unopened Product, and shall bear all shipping, handling and related costs notwithstanding any other remedies to which Distributor may be entitled.",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",320,46,2,0.021875,0.7441860465116279,0,0,0,0,1,0,0,1,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",464,78,1,0.01293103448275862,0.7674418604651163,0,0,0,0,1,0,0,1,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",417,63,1,0.019184652278177457,0.7906976744186046,1,0,0,0,1,0,0,1,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,The Company reserves the right to reject any Products that are not factory sealed and in new and unused condition.,1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",114,20,1,0.02631578947368421,0.813953488372093,0,0,0,0,0,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"In the event of any damages or other defect in a Product which is discovered by Distributor within 365 days of satisfactory installation of a Product at Distributor's or a subdistributor's customer, the Distributor shall promptly report the same to the Company and reasonably demonstrate the defect to the Company.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",314,50,1,0.025477707006369428,0.8372093023255814,1,0,0,0,0,0,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"The Company represents that, to the best of its knowledge, Products are in compliance with all laws, and that the Products will not be hazardous or dangerous when used for their intended purpose. Products do not cause harmful emissions or other environmental hazards and Products do not violate or infringe any patents, copyrights, trademarks or other rights of nay third party(ies).",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",383,61,2,0.015665796344647518,0.8604651162790697,0,0,0,0,0,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"Company further warrants that the Products sold hereunder shall be free from defects in design, materials and workmanship for a period of twenty-four (24) months after delivery to Distributor's end-user.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",203,30,1,0.014778325123152709,0.8837209302325582,1,0,0,0,0,0,0,0,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"The Company shall not have any obligation with respect to Products after 365 days following delivery to Distributor, except as provided herein.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",143,22,1,0.027972027972027972,0.9069767441860465,1,0,0,0,0,0,0,1,1
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"If Company does not give Annual Notice pursuant to Section 3.1 hereof, Distributor may, within 90 days of modification, improvement or alteration, return the Products to the Company.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",182,28,2,0.04395604395604396,0.9302325581395349,1,1,0,0,1,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Insurance,"Company will carry a reasonable amount of product liability insurance through a reasonably acceptable products liability insurance company and will name the Distributor as an additional insured under that policy. Company will make reasonable efforts to procure a policy, which is non-cancelable, except upon thirty (30) days, advance notice to the Distributor.",1.0,1.0,0.6745098039215687,0.6745098039215687,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",360,52,2,0.011111111111111112,0.9534883720930233,1,0,0,0,0,0,0,1,0
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Covenant Not To Sue,"During the Term of this Agreement and for three years thereafter, the Distributor (on behalf of itself and each of its affiliates) agrees not to commence, or provide any information to or otherwise assist any person or entity in connection with, any suit, action or proceeding contesting the ownership, validity or enforceability of any patent, copyright, trademark, trade name or other propriety right owned by or licensed to the Company, whether currently existing or hereinafter invented, developed or acquired unless required to by court order.",0.3,0.3,0.803921568627451,0.803921568627451,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",548,85,1,0.009124087591240875,0.9767441860465116,0,0,0,0,0,0,0,1,1
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Document Name,Promotion and Distribution Agreement,0.3,0.3,0.14117647058823535,0.14117647058823535,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",36,4,1,0.08333333333333333,0.0,0,0,0,0,0,0,0,0,0
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Expiration Date,"""Term"" means the earlier of: (a) the end of the two year period from the Effective Date to 31 July 2013; or (b) the last day of the calendar month within which the Maximum Distribution Commitment is reached.",0.3,0.3,0.19215686274509802,0.19215686274509802,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",207,38,2,0.033816425120772944,0.045454545454545456,1,0,0,0,1,0,0,0,0
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Expiration Date,"This Agreement shall commence on the Effective Date and, unless earlier terminated as set out in this Agreement, shall continue for the Term.",0.3,0.3,0.19215686274509802,0.19215686274509802,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",141,23,1,0.0425531914893617,0.09090909090909091,0,0,0,0,0,0,0,1,1
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Governing Law,This Agreement is governed by English law and the parties submit to the exclusive jurisdiction of the English courts in relation to any dispute (contractual or non-contractual) concerning this Agreement save that either party may apply to any court for an injunction or other relief to protect its Intellectual Property Rights.,1.0,1.0,0.14313725490196083,0.14313725490196083,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",327,51,1,0.024464831804281346,0.13636363636363635,0,0,0,0,1,0,0,0,0
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Change Of Control,"[ * ] expected to experience, or [ * ] is experiencing, such Change of Control shall notify [ * ] in writing of this before or within [ * ] after the Change of Control.",1.0,1.0,0.7627450980392156,0.7627450980392156,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",168,36,1,0.023809523809523808,0.18181818181818182,0,0,0,0,0,0,0,0,1
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Change Of Control,"[ * ] may terminate this Agreement immediately upon written notice if there is a Change of Control of [ * ]. In this Clause the term ""Control"" shall mean the possession by any person(s) directly or indirectly of the power to direct or cause the direction of another person and ""Change of Control"" is to be construed accordingly.",1.0,1.0,0.7627450980392156,0.7627450980392156,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",328,59,2,0.024390243902439025,0.22727272727272727,0,1,0,0,1,0,0,0,1
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Change Of Control,"For the avoidance of doubt, if following [ * ] there is a transfer of shareholding or interests in Distributor to any existing or new shareholder(s) which results in any person or persons subsequently gaining Control of Distributor, then Google may exercise its right to terminate in accordance with this clause 5.4.",1.0,1.0,0.7627450980392156,0.7627450980392156,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",316,52,2,0.015822784810126583,0.2727272727272727,1,1,0,0,1,0,0,0,0
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Change Of Control,"For the avoidance of doubt, a Change of Control shall be deemed an assignment hereunder unless [ * ] does not exercise its [ * ].",1.0,1.0,0.7627450980392156,0.7627450980392156,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",129,26,1,0.023255813953488372,0.3181818181818182,0,0,0,0,0,0,0,1,1
