dataset,contract_id,text,label
LexGLUE_unfair_tos,unfair_tos_18,"by continuing to access or use the site or services after we have posted a modification on the site or have provided you with notice of a modification , you are indicating that you agree to be bound by the modified terms .",[4]
LexGLUE_unfair_tos,unfair_tos_19,"if the modified terms are not acceptable to you , your only recourse is to cease using the site and services .",[]
LexGLUE_unfair_tos,unfair_tos_20,the site and services are intended solely for persons who are 13 years of age or older .,[]
LexGLUE_unfair_tos,unfair_tos_21,any access to or use of the site or services by anyone under the age of 13 is expressly prohibited .,[]
LexGLUE_unfair_tos,unfair_tos_22,by accessing or using the site or services you represent and warrant that you are 13 years of age or older .,[]
LexGLUE_unfair_tos,unfair_tos_23,in order to access certain features of the site and services and to post any member content on the site or through the services you must register to create an account ( `` account '' ) and become a member .,[]
LexGLUE_unfair_tos,unfair_tos_24,"you may register directly via the site or by logging into your account with certain third party social media or social networking sites ( `` sns '' ) ( including , but not limited to , facebook ) via the site , as described herein .",[]
LexGLUE_unfair_tos,unfair_tos_25,"if you decide to register through an sns , we will extract the personal information you have provided to the sns ( such as your `` real '' name , email address and other information you make publicly available via the sns ) from the account you have with the applicable sns and use that information to create your account .",[]
LexGLUE_unfair_tos,unfair_tos_26,the specific information that we extract may depend on the privacy settings you have with the sns .,[]
LexGLUE_unfair_tos,unfair_tos_27,you hereby consent to our access to and collection of such personal information about you .,[]
LexGLUE_unfair_tos,unfair_tos_28,"during the registration process , you will be required to provide certain information and you will establish a username and a password .",[]
LexGLUE_unfair_tos,unfair_tos_29,"you agree to provide accurate , current and complete information during the registration process and to update such information to keep it accurate , current and complete .",[]
LexGLUE_unfair_tos,unfair_tos_30,"academia.edu reserves the right to suspend or terminate your account if any information provided during the registration process or thereafter proves to be inaccurate , not current or incomplete .",[1]
LexGLUE_unfair_tos,unfair_tos_31,you are responsible for safeguarding your password .,[]
LexGLUE_unfair_tos,unfair_tos_32,"you agree that you will not disclose your password to any third party and that you will take sole responsibility for any activities or actions under your account , whether or not you have authorized such activities or actions .",[]
LexGLUE_unfair_tos,unfair_tos_33,you will immediately notify academia.edu of any unauthorized use of your account .,[]
LexGLUE_unfair_tos,unfair_tos_34,see academia.edu 's privacy policy at academia.edu/privacy for information and notices concerning academia.edu 's collection and use of your personal information .,[]
LexGLUE_unfair_tos,unfair_tos_35,academia.edu may offer you the ability to access certain features through purchase of a recurring subscription ( `` subscription '' ) .,[]
LexGLUE_unfair_tos,unfair_tos_36,"when you purchase a subscription or make any other paid feature related purchase via the services ( each , a `` transaction '' ) , you expressly authorize us ( or our third party payment processor , e.g. stripe ) to charge you for such transaction .",[]
LexGLUE_unfair_tos,unfair_tos_37,"we may ask you to supply additional information relevant to your transaction , including , without limitation , your credit card number , the expiration date of your credit card , your billing address and additional information to verify your identity before completing your transaction ( such information , `` payment information '' ) .",[]
LexGLUE_unfair_tos,unfair_tos_38,you represent and warrant that you have the legal right to use all payment method ( s ) represented by any such payment information .,[]
LexGLUE_unfair_tos,unfair_tos_39,"when you initiate a transaction , you authorize us to store and continue billing you using your payment information and to provide your payment information to our third party payment processors as needed to complete your transactions .",[]
LexGLUE_unfair_tos,unfair_tos_40,we may also periodically authorize your payment method in anticipation of applicable fees or related charges .,[]
LexGLUE_unfair_tos,unfair_tos_41,"further , as part of our order processing procedures , we may screen orders for fraud or other undesirable activity .",[]
LexGLUE_unfair_tos,unfair_tos_42,"if we feel an order could be fraudulent , unauthorized , or illegal , we reserve the right to refuse to process that order .",[]
LexGLUE_unfair_tos,unfair_tos_43,your subscription continues until cancelled by you or we terminate your access to or use of the services or the subscription in accordance with these terms .,[]
LexGLUE_unfair_tos,unfair_tos_44,"if you elect to purchase an annual or monthly subscription , you will be charged the annual or monthly subscription fee ( `` subscription fee '' ) plus any applicable taxes , at the beginning of your subscription and each year or month thereafter , respectively , at the then-current rate .",[]
LexGLUE_unfair_tos,unfair_tos_45,"if you elect to purchase an annual subscription , we ( or our third party payment processor ) will automatically charge you on the anniversary of the commencement of your subscription using the payment information you have provided .",[]
LexGLUE_unfair_tos,unfair_tos_46,"if you elect to purchase a monthly subscription , we ( or our third party payment processor ) will automatically charge you each month , on the calendar day corresponding to the commencement of your subscription , using the payment information you have provided .",[]
LexGLUE_unfair_tos,unfair_tos_47,"in the event your subscription began on a day not contained in a given month , your payment method will be charged on a day in the applicable month or such other day as we deem appropriate .",[]
LexGLUE_unfair_tos,unfair_tos_48,"for example , if you started your subscription on january 31st , your next payment date is likely to be february 28th , and your payment method would be billed on that date .",[]
LexGLUE_unfair_tos,unfair_tos_49,"by agreeing to these terms and electing to purchase a subscription , you acknowledge that your subscription has recurring payment features and you accept responsibility for all recurring payment obligations prior to cancellation of your subscription by you or academia.edu .",[]
LexGLUE_unfair_tos,unfair_tos_50,we may offer subscriptions on a free trial basis ( `` free trial '' ) for a specified period of time .,[]
LexGLUE_unfair_tos,unfair_tos_51,"if we offer you a free trial , the specific terms of your free trial will be provided at signup and/or in the promotional materials describing the free trial and your use of the free trial is subject to your compliance with such specific terms .",[]
LexGLUE_unfair_tos,unfair_tos_52,free trials may not be combined with any other offer .,[]
LexGLUE_unfair_tos,unfair_tos_53,"except as may otherwise be provided in the specific terms for the free trial offer , free trials are only available to users who have not previously subscribed to the service in connection with which the free trial is being offered .",[]
LexGLUE_unfair_tos,unfair_tos_54,"when you agree to a free trial , you are also agreeing to sign up for a subscription as described above and , consequently , unless you cancel your subscription prior to the end of your free trial , we ( or our third party payment processor ) will begin charging your payment method on a recurring basis for the subscription fee ( plus any applicable taxes ) until you cancel your subscription .",[]
LexGLUE_unfair_tos,unfair_tos_55,instructions for cancelling your subscription are stated below in the `` cancelling subscriptions '' section .,[]
LexGLUE_unfair_tos,unfair_tos_56,"we reserve the right to modify or terminate free trials at any time , without notice and in our sole discretion .",[1]
LexGLUE_unfair_tos,unfair_tos_57,you may cancel your subscription at any time .,[]
LexGLUE_unfair_tos,unfair_tos_58,"please note , however , that , except for the thirty ( 30 ) day period following the start of your subscription , all sales are final .",[]
LexGLUE_unfair_tos,unfair_tos_59,after the first thirty ( 30 ) day period following the start of your subscription you will not receive a refund of any portion of the subscription fee paid for the then current subscription period at the time of cancellation .,[]
LexGLUE_unfair_tos,unfair_tos_60,"to cancel , you can either ( i ) email us at support@academia.edu and follow instructions , if any , we provide to you in response to your cancellation request , or ( ii ) initiate a cancellation through your account settings within the services .",[]
LexGLUE_unfair_tos,unfair_tos_61,you will be responsible for all subscription fees incurred for the then current subscription period .,[]
LexGLUE_unfair_tos,unfair_tos_62,"if you cancel , your cancellation will be effective immediately , but academia.edu will allow you to access the subscription features until the most recently paid-up subscription period ends , and then we will terminate your access .",[]
LexGLUE_unfair_tos,unfair_tos_63,cancelling your subscription wo n't cancel your account .,[]
LexGLUE_unfair_tos,unfair_tos_64,see the termination and account cancellation section below for information on canceling your account .,[]
LexGLUE_unfair_tos,unfair_tos_65,please be aware that any fee or subscription plan is exclusive of all taxes .,[]
LexGLUE_unfair_tos,unfair_tos_66,"if at any point any applicable sales use , vat , gst , excise , withholding or similar taxes or levies , whether domestic or foreign , exist , the member is liable for them .",[]
LexGLUE_unfair_tos,unfair_tos_67,"if we believe , in our sole discretion , that any member of academia.edu or academia premium or other academia.edu paid services is in breach of our terms , or act outside of the letter or spirit of our terms , we reserve the right to add limitations to your access to www.academia.edu , up to and including terminating all access to www.academia.edu .",[2 1]
LexGLUE_unfair_tos,unfair_tos_68,"in this case , the member in question is not eligible for any refunds on any portion of their subscription payment .",[]
LexGLUE_unfair_tos,unfair_tos_69,"the site , services and collective content are protected by copyright , trademark , and other laws of the united states and foreign countries .",[]
LexGLUE_unfair_tos,unfair_tos_70,"you acknowledge and agree that the site , services and collective content , including all associated intellectual property rights , are the exclusive property of academia.edu and its licensors .",[]
LexGLUE_unfair_tos,unfair_tos_71,"you will not remove , alter or obscure any copyright , trademark , service mark or other proprietary rights notices incorporated in or accompanying the site , services or collective content .",[]
LexGLUE_unfair_tos,unfair_tos_72,licenses granted by academia.edu to academia.edu content and member content,[]
LexGLUE_unfair_tos,unfair_tos_73,"subject to your compliance with the terms and conditions of these terms , academia.edu authorizes you to download , view and print any academia.edu content , solely for your personal and non-commercial purposes , and to access and use the site and services , including to download , view and print any member content solely for your personal and non-commercial purposes , and subject to the restrictions set forth in these terms .",[]
LexGLUE_unfair_tos,unfair_tos_74,you have no right to sublicense the license rights granted in this section .,[]
LexGLUE_unfair_tos,unfair_tos_75,"you will not use , copy , adapt , modify , prepare derivative works based upon , distribute , license , sell , transfer , publicly display , publicly perform , transmit , stream , broadcast or otherwise exploit the site , services or collective content , or any related information to which you may have access ; except as expressly permitted in these terms .",[]
LexGLUE_unfair_tos,unfair_tos_76,"no licenses or rights are granted to you by implication or otherwise under any intellectual property rights owned or controlled by academia.edu or its licensors , except for the licenses and rights expressly granted in these terms .",[]
LexGLUE_unfair_tos,unfair_tos_77,"we may , in our sole discretion , permit members to post , upload , publish , submit or transmit member content .",[]
LexGLUE_unfair_tos,unfair_tos_78,"by making any member content available through the site or services , you hereby grant to academia.edu a worldwide , revocable , non-exclusive , transferable license to exercise any and all rights under copyright , in any medium , and to authorize others to do the same , in connection with operating and providing the services and content to you and to other members , provided that the member content is not sold for a profit .",[]
LexGLUE_unfair_tos,unfair_tos_79,academia.edu does not claim any ownership rights in any member content and nothing in these terms will be deemed to restrict any rights that you may have to use and exploit any member content .,[]
LexGLUE_unfair_tos,unfair_tos_80,you acknowledge and agree that you are solely responsible for all member content that you make available through the site or services .,[]
LexGLUE_unfair_tos,unfair_tos_81,"accordingly , you represent and warrant that : ( i ) you either are the sole and exclusive owner of all member content that you make available through the site or services or you have all rights , licenses , consents and releases that are necessary to grant to academia.edu the rights in such member content , as contemplated under these terms ; and ( ii ) neither the member content nor your posting , uploading , publication , submission or transmittal of the member content or academia.edu 's use of the member content ( or any portion thereof ) on , through or by means of the site or services will infringe , misappropriate or violate a third party 's patent , copyright , trademark , trade secret , moral rights or other intellectual property rights , or rights of publicity or privacy , or result in the violation of any applicable law or regulation .",[]
LexGLUE_unfair_tos,unfair_tos_82,content from social media and networking sites,[]
LexGLUE_unfair_tos,unfair_tos_83,"as part of the functionality of the site and services , you may link your account with online accounts you may have with third party service providers ( each such account , a `` third party account '' ) by either : ( i ) providing your third party account login information to academia.edu through the site or services ; or ( ii ) allowing academia.edu to access your third party account , as is permitted under the applicable terms and conditions that govern your use of each third party account .",[]
LexGLUE_unfair_tos,unfair_tos_84,"you represent that you are entitled to disclose your third party account login information to academia.edu and/or to grant academia.edu access to your third party account ( including , but not limited to , for use for the purposes described herein ) , without breach by you of any of the terms and conditions that govern your use of the applicable third party account and without obligating academia.edu to pay any fees or making academia.edu subject to any usage limitations imposed by such third party service providers .",[]
LexGLUE_unfair_tos,unfair_tos_85,"by granting academia.edu access to any third party accounts , you understand that academia.edu will access , make available and store ( if applicable ) any content that you have provided to and stored in your third party account ( `` third party account content '' ) so that it is available on and through the site and services via your account .",[]
LexGLUE_unfair_tos,unfair_tos_86,"unless otherwise specified in these terms , all third party account content , if any , will be considered to be member content for all purposes of these terms .",[]
LexGLUE_unfair_tos,unfair_tos_87,"depending on the third party accounts you choose and subject to the privacy settings that you have set in such third party accounts , personally identifiable information that you post to your third party accounts will be available on and through your account on the site and services .",[]
LexGLUE_unfair_tos,unfair_tos_88,"please note that if a third party account or associated service becomes unavailable or academia.edu 's access to such third party account is terminated by the third party service provider , then the third party account content that was available from such third party account will no longer be available on and through the site and services .",[]
LexGLUE_unfair_tos,unfair_tos_89,"you have the ability to disable the connection between your account and your third party accounts , at any time , by accessing your account settings page .",[]
LexGLUE_unfair_tos,unfair_tos_90,please note that your relationship with the third party service providers associated wth your third party accounts is governed solely by your agreement ( s ) with such third party service providers .,[]
LexGLUE_unfair_tos,unfair_tos_91,"academia.edu makes no effort to review any third party account content for any purpose , including but not limited to , for accuracy , legality or non-infringement and academia.edu is not responsible for any third party account content .",[]
LexGLUE_unfair_tos,unfair_tos_92,"we welcome and encourage you to provide feedback , comments and suggestions for improvements to the site or services ( `` feedback '' ) .",[]
LexGLUE_unfair_tos,unfair_tos_93,you may submit feedback by emailing us at feedback@academia.eduor through the `` ideas '' section of the site .,[]
LexGLUE_unfair_tos,unfair_tos_94,"you acknowledge and agree that if you submit any feedback to us , you hereby grant to us a non-exclusive , worldwide , perpetual , irrevocable , fully-paid , royalty-free , sub-licensable and transferable license under any and all intellectual property rights that you own or control to use , copy , modify , create derivative works based upon and otherwise exploit the feedback for any purpose .",[]
LexGLUE_unfair_tos,unfair_tos_95,you agree not to do any of the following :,[]
LexGLUE_unfair_tos,unfair_tos_96,"• post , upload , publish , submit or transmit any content that : ( i ) infringes , misappropriates or violates a third party 's patent , copyright , trademark , trade secret , moral rights or other intellectual property rights , or rights of publicity or privacy ; ( ii ) violates , or encourages any conduct that would violate , any applicable law or regulation or would give rise to civil liability ; ( iii ) is fraudulent , knowingly false , misleading or deceptive ; ( iv ) is defamatory , obscene , pornographic , vulgar or offensive ; ( v ) promotes discrimination , bigotry , racism , hatred , harassment or harm against any individual or group ; ( vi ) is violent or threatening or promotes violence or actions that are threatening to any person or entity ; or ( vii ) promotes illegal or harmful activities or substances ;",[]
LexGLUE_unfair_tos,unfair_tos_97,• disclose information that you do not have the right to disclose ( such as confidential information of others ( including your employer ) ;,[]
LexGLUE_unfair_tos,unfair_tos_98,"• use , display , mirror or frame the site , or any individual element within the site or services , academia.edu 's name , any academia.edu trademark , logo or other proprietary information , or the layout and design of any page or form contained on a page , without academia.edu 's express written consent ;",[]
LexGLUE_unfair_tos,unfair_tos_99,"• access , tamper with , or use non-public areas of the site , academia.edu 's computer systems , or the technical delivery systems of academia.edu 's providers ;",[]
LexGLUE_unfair_tos,unfair_tos_100,"• attempt to probe , scan , or test the vulnerability of any academia.edu system or network or breach any security or authentication measures ;",[]
LexGLUE_unfair_tos,unfair_tos_101,"• avoid , bypass , remove , deactivate , impair , descramble or otherwise circumvent any technological measure implemented by academia.edu or any of academia.edu 's providers or any other third party ( including another user ) to protect the site , services or collective content ;",[]
LexGLUE_unfair_tos,unfair_tos_102,"• scrape or copy profiles and information of others through any means ( including crawlers , browser plugins and add-ons , and any other technology or manual work ) ;",[]
LexGLUE_unfair_tos,unfair_tos_103,"• sell , sponsor , or otherwise monetize any feature of the services , without academia.edu 's consent ;",[]
LexGLUE_unfair_tos,unfair_tos_104,"• attempt to access or search the site , services or collective content or download collective content from the site or services through the use of any engine , software , tool , agent , device or mechanism ( including spiders , robots , crawlers , data mining tools or the like ) other than the software and/or search agents provided by academia.edu or other generally available third party web browsers ;",[]
LexGLUE_unfair_tos,unfair_tos_105,"• use bots or other automated methods to access the services , add or download contacts or profile information ;",[]
LexGLUE_unfair_tos,unfair_tos_106,"• send any unsolicited or unauthorized advertising , promotional materials , email , junk mail , spam , chain letters or other form of solicitation ;",[]
LexGLUE_unfair_tos,unfair_tos_107,"• use any meta tags or other hidden text or metadata utilizing a academia.edu trademark , logo url or product name without academia.edu 's express written consent ;",[]
LexGLUE_unfair_tos,unfair_tos_108,"• use the site , services or collective content for any commercial purpose or the benefit of any third party or in any manner not permitted by these terms ;",[]
LexGLUE_unfair_tos,unfair_tos_109,"• forge any tcp/ip packet header or any part of the header information in any email or newsgroup posting , or in any way use the site , services or collective content to send altered , deceptive or false source-identifying information ;",[]
LexGLUE_unfair_tos,unfair_tos_110,"• attempt to decipher , decompile , disassemble or reverse engineer any of the software used to provide the site , services or collective content ;",[]
LexGLUE_unfair_tos,unfair_tos_111,"• interfere with , or attempt to interfere with , the access of any user , host or network , including , without limitation , sending a virus , overloading , flooding , spamming , or mail-bombing the site or services ;",[]
LexGLUE_unfair_tos,unfair_tos_112,• collect or store any personally identifiable information from the site or services from other users of the site or services without their express permission ;,[]
LexGLUE_unfair_tos,unfair_tos_113,• impersonate or misrepresent your affiliation with any person or entity ;,[]
LexGLUE_unfair_tos,unfair_tos_114,• violate any applicable law or regulation ; or,[]
LexGLUE_unfair_tos,unfair_tos_115,• encourage or enable any other individual to do any of the foregoing .,[]
LexGLUE_unfair_tos,unfair_tos_116,academia.edu will have the right to investigate and prosecute violations of any of the above to the fullest extent of the law .,[]
LexGLUE_unfair_tos,unfair_tos_117,academia.edu may involve and cooperate with law enforcement authorities in prosecuting users who violate these terms .,[]
LexGLUE_unfair_tos,unfair_tos_118,"you acknowledge that academia.edu has no obligation to monitor your access to or use of the site , services or collective content or to review or edit any collective content , but has the right to do so for the purpose of operating the site and services , to ensure your compliance with these terms , or to comply with applicable law or the order or requirement of a court , administrative agency or other governmental body .",[]
LexGLUE_unfair_tos,unfair_tos_119,"academia.edu reserves the right , at any time and without prior notice , to remove or disable access to any collective content , including , but not limited to , collective content that academia.edu , at its sole discretion , considers to be in violation of these terms or otherwise harmful to the site or services .",[3 1]
LexGLUE_unfair_tos,unfair_tos_120,academia.edu respects copyright law and expects its users to do the same .,[]
LexGLUE_unfair_tos,unfair_tos_121,"it is academia.edu 's policy to terminate , in appropriate circumstances , members or other account holders who repeatedly infringe or are believed to be repeatedly infringing the rights of copyright holders .",[1]
LexGLUE_unfair_tos,unfair_tos_122,"please see academia.edu 's copyright policy at academia.edu/copyright , for further information .",[]
LexGLUE_unfair_tos,unfair_tos_123,the site or services may contain links to third-party websites or resources .,[]
LexGLUE_unfair_tos,unfair_tos_124,"you acknowledge and agree that academia.edu is not responsible or liable for : ( i ) the availability or accuracy of such websites or resources ; or ( ii ) the content , products , or services on or available from such websites or resources .",[]
LexGLUE_unfair_tos,unfair_tos_125,"links to such websites or resources do not imply any endorsement by academia.edu of such websites or resources or the content , products , or services available from such websites or resources .",[]
LexGLUE_unfair_tos,unfair_tos_126,"you acknowledge sole responsibility for and assume all risk arising from your use of any such websites or resources or the content , products , or services on or available from such websites or resources .",[]
LexGLUE_unfair_tos,unfair_tos_127,"academia.edu reserves the right , at its sole discretion , to discontinue or terminate the site and services and to terminate these terms , at any time and without prior notice .",[1]
LexGLUE_unfair_tos,unfair_tos_128,"if you breach any of these terms , academia.edu will have the right to suspend or disable your account or terminate these terms , at its sole discretion and without prior notice to you .",[1]
LexGLUE_unfair_tos,unfair_tos_129,"academia.edu reserves the right to revoke your access to and use of the site , services and collective content at any time , with or without cause .",[1]
LexGLUE_unfair_tos,unfair_tos_130,you may cancel your account at any time by visiting your account settings page and clicking on `` remove '' or by sending an email to feedback@academia.edu .,[]
LexGLUE_unfair_tos,unfair_tos_131,"the site , services and collective content are provided `` as is '' , without warranty of any kind , either express or implied .",[]
LexGLUE_unfair_tos,unfair_tos_132,"without limiting the foregoing , academia.edu explicitly disclaims any warranties of merchantability , fitness for a particular purpose , quiet enjoyment or non-infringement , and any warranties arising out of course of dealing or usage of trade .",[]
LexGLUE_unfair_tos,unfair_tos_133,"academia.edu makes no warranty that the site , services or collective content will meet your requirements or be available on an uninterrupted , secure , or error-free basis .",[]
LexGLUE_unfair_tos,unfair_tos_134,"academia.edu makes no warranty regarding the quality of any products , services or collective content purchased or obtained through the site or services or the accuracy , timeliness , truthfulness , completeness or reliability of any content obtained through the site or services .",[]
LexGLUE_unfair_tos,unfair_tos_135,"no advice or information , whether oral or written , obtained from academia.edu or through the site , services or collective content , will create any warranty not expressly made herein .",[]
LexGLUE_unfair_tos,unfair_tos_136,you are solely responsible for all of your communications and interactions with other users of the site and services and with other persons with whom you communicate or interact as a result of your use of the site or services .,[]
LexGLUE_unfair_tos,unfair_tos_137,"you understand that academia.edu does not screen or inquire into the background of any users of the site or services , nor does academia.edu make any attempt to verify the statements of users of the site or services .",[]
LexGLUE_unfair_tos,unfair_tos_138,academia.edu makes no representations or warranties as to the conduct of users of the site or services or their compatibility with any current or future users of the site or services .,[]
LexGLUE_unfair_tos,unfair_tos_139,"you agree to take reasonable precautions in all communications and interactions with other users of the site and services and with other persons with whom you communicate or interact as a result of your use of the site or services , particularly if you decide to meet offline or in person .",[]
LexGLUE_unfair_tos,unfair_tos_140,"you agree to defend , indemnify , and hold academia.edu , its officers , directors , employees and agents , harmless from and against any claims , liabilities , damages , losses , and expenses , including , without limitation , reasonable legal and accounting fees , arising out of or in any way connected with your access to or use of the site , services or collective content , or your violation of these terms .",[]
LexGLUE_unfair_tos,unfair_tos_141,"you acknowledge and agree that , to the maximum extent permitted by law , the entire risk arising out of your access to and use of the site , services and collective content remains with you .",[]
LexGLUE_unfair_tos,unfair_tos_142,"neither academia.edu nor any other person or entity involved in creating , producing , or delivering the site , services or collective content will be liable for any incidental , special , exemplary or consequential damages , or lost profits , loss of data or loss of goodwill , service interruption , computer damage or system failure or the cost of substitute products or services , or for any damages for personal or bodily injury or emotional distress arising out of or in connection with these terms or from the use of or inability to use the site , services or collective content , or from any communications , interactions or meetings with other users of the site or services or other persons with whom you communicate or interact as a result of your use of the site or services , whether based on warranty , contract , tort ( including negligence ) , product liability or any other legal theory , whether or not academia.edu has been informed of the possibility of such damage , and whether or not foreseeable , even if a limited remedy set forth herein is found to have failed of its essential purpose .",[0]
LexGLUE_unfair_tos,unfair_tos_143,"in no event will academia.edu 's aggregate liability arising out of or in connection with these terms or from the use of or inability to use the site , services or collective content exceed the greater of fifty dollars ( $ 50 ) and subscription fees paid by you during the 12 month period before the act giving rise to the liability .",[0]
LexGLUE_unfair_tos,unfair_tos_144,the limitations of damages set forth above are fundamental elements of the basis of the bargain between academia.edu and you .,[]
LexGLUE_unfair_tos,unfair_tos_145,"some jurisdictions do not allow the exclusion or limitation of liability for consequential or incidental damages , so the above limitation may not apply to you .",[]
LexGLUE_unfair_tos,unfair_tos_146,"all trademarks , service marks , logos , trade names and any other proprietary designations of academia.edu used herein are trademarks or registered trademarks of academia.edu .",[]
LexGLUE_unfair_tos,unfair_tos_147,"any other trademarks , service marks , logos , trade names and any other proprietary designations are the trademarks or registered trademarks of their respective parties .",[]
LexGLUE_unfair_tos,unfair_tos_148,these terms and any action related thereto will be governed by the laws of the state of california without regard to its conflict of laws provisions .,[5]
LexGLUE_unfair_tos,unfair_tos_149,"these terms constitute the entire and exclusive understanding and agreement between academia.edu and you regarding the site , services and collective content , and these terms supersede and replace any and all prior oral or written understandings or agreements between academia.edu and you regarding the site , services and collective content .",[]
LexGLUE_unfair_tos,unfair_tos_150,"you may not assign or transfer these terms , by operation of law or otherwise , without academia.edu 's prior written consent .",[]
LexGLUE_unfair_tos,unfair_tos_151,"any attempt by you to assign or transfer these terms , without such consent , will be null and of no effect .",[]
LexGLUE_unfair_tos,unfair_tos_152,"academia.edu may assign or transfer these terms , at its sole discretion , without restriction .",[]
LexGLUE_unfair_tos,unfair_tos_153,"subject to the foregoing , these terms will bind and inure to the benefit of the parties , their successors and permitted assigns .",[]
LexGLUE_unfair_tos,unfair_tos_154,"any notices or other communications permitted or required hereunder , including those regarding modifications to these terms , will be in writing and given by academia.edu ( i ) via email ( in each case to the address that you provide ) ; or ( ii ) by posting to the site .",[]
LexGLUE_unfair_tos,unfair_tos_155,"for notices made by e-mail , the date of receipt will be deemed the date on which such notice is transmitted .",[]
LexGLUE_unfair_tos,unfair_tos_156,"you and academia.edu agree that any dispute , claim or controversy arising out of or relating to these terms or the breach , termination , enforcement , interpretation or validity thereof or the use of the site or services ( collectively , `` disputes '' ) will be settled by binding arbitration , except that each party retains the right : ( i ) to bring an individual action in small claims court and ( ii ) to seek injunctive or other equitable relief in a court of competent jurisdiction to prevent the actual or threatened infringement , misappropriation or violation of a party 's copyrights , trademarks , trade secrets , patents or other intellectual property rights ( the action described in the foregoing clause ( ii ) , an `` ip protection action '' ) .",[7]
LexGLUE_unfair_tos,unfair_tos_157,( the actions described in clauses ( i ) and ( ii ) are the `` litigable actions . '' ),[]
LexGLUE_unfair_tos,unfair_tos_158,"without limiting the preceding sentence , you will also have the right to litigate any dispute other than a litigable action , if you provide academia.edu with written notice of your desire to do so by email or regular mail at 251 kearny st , 5th floor , san francisco ca 94108 within thirty ( 30 ) days following the date you first agree to these terms ( such notice , an `` arbitration opt-out notice '' ) .",[]
LexGLUE_unfair_tos,unfair_tos_159,"if you do n't provide academia.edu with an arbitration opt-out notice within the thirty ( 30 ) day period , you will be deemed to have knowingly and intentionally waived your right to litigate any dispute except for litigable actions .",[]
LexGLUE_unfair_tos,unfair_tos_160,"the exclusive jurisdiction and venue of any ip protection action or , if you timely provide academia.edu with an arbitration opt-out notice , any dispute other than an individual action brought in small claims court , will be the state and federal courts located in the northern district of california and each of the parties hereto waives any objection to jurisdiction and venue in such courts .",[6]
LexGLUE_unfair_tos,unfair_tos_161,"unless you timely provide cir with an arbitration opt-out notice , you acknowledge and agree that you and academia.edu are each waiving the right to a trial by jury or to participate as a plaintiff or class member in any purported class action or representative proceeding .",[]
